nom,ville,age,salaire,depenses
6391797357002128298,6034458383040592257,-1.2746736361042466,-1.5240223556977162,-1.0326859664169947
3369277662739445102,-4758536562543519853,1.034238879481274,0.014101153110802761,-1.7901404993627135
-2519469567968564442,-4758536562543519853,-0.864200300000154,-0.17698023415889008,-0.6195289484466028
-3280023134709295832,-348398793026589222,1.1368572135072972,-1.5063840737958984,-1.652421493372583
2884649365386150898,-4758536562543519853,0.8803113784422393,1.802100322195074,0.4133635964793772
6013615420087562039,-3467675085902661050,0.2132922072730889,0.3057860741908638,0.8265206144497692
8620128351866311974,-4758536562543519853,-1.5312194711693043,0.0905337080186799,0.00020657850898520382
5765025113890853156,-4758536562543519853,-0.7615819659741309,-1.1941211571637167,0.2067850874941812
3923160743232181909,1366404118880295730,1.4960213825983781,-1.13467361445759,-1.2392644754021909
7932398575696427307,-4758536562543519853,1.3420938815593435,-1.1186685068059405,-0.2063719304762108
2385801104428161667,4219195060935415015,0.46983804233814674,-1.140553041758196,-1.3769834813923216
6052253428030667449,-4758536562543519853,-0.4024177968830499,-1.0500751882988713,-0.13751242748114548
5669019015427668585,-4758536562543519853,-1.223364469091235,-1.166683829760889,-1.2392644754021909
-3229048010561849491,-4758536562543519853,1.2394755475333203,0.7549089929871504,-0.7572479544367335
6456848142970921043,-1912962821485858815,-0.0945627948049805,-0.007783381841452659,-0.3440909364663415
-4004792769954545087,-6009225676327292101,-0.5563452979220846,-0.14203030520528814,0.5510826024695079
-945259780501036626,1366404118880295730,-0.5563452979220846,0.06276974576581855,0.27564459048924655
3782391684588862684,4219195060935415015,-1.4799103041562929,-0.20115121306138115,-1.0326859664169947
-4962838218730531391,-4758536562543519853,-0.6589636319481077,0.7016675124316634,0.2067850874941812
8344955769344338255,-4758536562543519853,-0.14587196181799206,0.31133886664143606,0.00020657850898520382
-5455312904969586882,-4758536562543519853,1.5473305496113896,-1.074572802051396,-1.0326859664169947
-4313171984574931945,-4758536562543519853,-0.6076544649350962,-0.30338792112191765,-1.3081239783972562
8475417745908226012,-1520811815570406291,-0.864200300000154,0.3119921363415034,-0.27523143347127615
5252680077339583706,-3467675085902661050,-1.325982803117258,0.22837361473288567,1.0330991234349653
-1278397499288606594,-4758536562543519853,0.6750747103901931,0.848326560096778,-0.13751242748114548
-6281698388349000545,-2205472974070692427,0.8290022114292277,-0.3549962274272364,-0.9638264634219295
3994725346544962899,-4758536562543519853,-0.0945627948049805,1.2135043224344133,0.8953801174448346
